TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES"
"Straight clef in black and copper","These were inspired by ancient Venus sculptures, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant and present but not obtrusive.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Usually ship next day.",38,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,copper","Metal,copper,steel,black steel,circlip,welding pin,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,asymmetry",https://i.etsystatic.com/10630809/r/il/2f0204/722630266/il_fullxfull.722630266_qufc.jpg,https://i.etsystatic.com/10630809/r/il/53c78b/722762107/il_fullxfull.722762107_tsj9.jpg,https://i.etsystatic.com/10630809/r/il/b88603/722629992/il_fullxfull.722629992_5foo.jpg,,,,,,,
"Venus mini in black and copper","These were inspired by ancient Venus sculptures, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant and present but not obtrusive.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Usually ship next day.",38,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,venus,copper","Metal,copper,steel,black steel,circlip,welding pin,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability",https://i.etsystatic.com/10630809/r/il/f4a213/720194559/il_fullxfull.720194559_hmkz.jpg,https://i.etsystatic.com/10630809/r/il/6173cb/720193711/il_fullxfull.720193711_tbv8.jpg,https://i.etsystatic.com/10630809/r/il/40954d/720066240/il_fullxfull.720066240_6rhk.jpg,,,,,,,
"Clef in black","These were inspired by the Clef, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant and dark.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Usually ship next day.",38,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,asymmetric,curls","Metal,steel,black steel,circlip,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,cotter pin,rust",https://i.etsystatic.com/10630809/r/il/05e188/720061626/il_fullxfull.720061626_jbp0.jpg,https://i.etsystatic.com/10630809/r/il/21482b/720188783/il_fullxfull.720188783_gn70.jpg,https://i.etsystatic.com/10630809/r/il/ba4dcf/720188833/il_fullxfull.720188833_gji2.jpg,,,,,,,
"Falling rings in copper","These were inspired by ancient Venus sculptures, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant, bright, and complex.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Free shipping!  Usually ship next day.",48,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,asymmetric,copper","Metal,copper,steel,black steel,circlip,welding pin,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,brass",https://i.etsystatic.com/10630809/r/il/c491dd/738518636/il_fullxfull.738518636_6xk8.jpg,https://i.etsystatic.com/10630809/r/il/38a497/738518778/il_fullxfull.738518778_3nwv.jpg,https://i.etsystatic.com/10630809/r/il/0d79ef/738646357/il_fullxfull.738646357_ov9a.jpg,,,,,,,
"Falling diamond with copper top","These were inspired by ancient Venus sculptures, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant, bright, and unobtrusive.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Free shipping!  Usually ship next day.",38,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,asymmetric,copper","Metal,copper,steel,black steel,circlip,welding pin,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,brass",https://i.etsystatic.com/10630809/r/il/90165e/738518030/il_fullxfull.738518030_srqg.jpg,https://i.etsystatic.com/10630809/r/il/6a0ad0/738645695/il_fullxfull.738645695_7gk9.jpg,https://i.etsystatic.com/10630809/r/il/a8a9cf/738518034/il_fullxfull.738518034_c543.jpg,,,,,,,
"Dangling Venus in copper with double curls in brass","These were inspired by ancient Venus sculptures, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant, bright, and complex.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Free shipping!  Usually ship next day.",58,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,asymmetric,copper,curls","Metal,copper,steel,black steel,circlip,welding pin,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,brass",https://i.etsystatic.com/10630809/r/il/cde396/738640959/il_fullxfull.738640959_2og7.jpg,https://i.etsystatic.com/10630809/r/il/f968ba/738513426/il_fullxfull.738513426_ei0r.jpg,,,,,,,,
"Dagger with copper top and curls in brass","These were inspired by ancient Venus sculptures, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant, bright, and unassuming.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Usually ship next day.",38,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,asymmetric,copper,curls","Metal,copper,steel,black steel,circlip,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,brass",https://i.etsystatic.com/10630809/r/il/d3bbe9/738512216/il_fullxfull.738512216_tw0i.jpg,https://i.etsystatic.com/10630809/r/il/91358a/738639755/il_fullxfull.738639755_o599.jpg,https://i.etsystatic.com/10630809/r/il/23ddf5/738639767/il_fullxfull.738639767_t5x6.jpg,,,,,,,
"Simple astrolabe in brass and copper","These were inspired by ancient Venus sculptures, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant, bright, and complex.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Usually ship next day.",48,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,asymmetric,copper","Metal,steel,black steel,circlip,welding pin,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,brass",https://i.etsystatic.com/10630809/r/il/15b78d/738648121/il_fullxfull.738648121_xjds.jpg,https://i.etsystatic.com/10630809/r/il/8cfc0d/738648115/il_fullxfull.738648115_qyas.jpg,https://i.etsystatic.com/10630809/r/il/12844b/738520340/il_fullxfull.738520340_10d2.jpg,https://i.etsystatic.com/10630809/r/il/817c21/738520484/il_fullxfull.738520484_4r1g.jpg,,,,,,
"Full moons with diamond in brass","These were inspired by ancient Venus sculptures, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant, bright, and complex.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Free shipping!  Usually ship next day.",48,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,asymmetric","Metal,steel,black steel,circlip,welding pin,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,brass",https://i.etsystatic.com/10630809/r/il/56b951/738646847/il_fullxfull.738646847_2v69.jpg,https://i.etsystatic.com/10630809/r/il/8440d5/738519072/il_fullxfull.738519072_3beu.jpg,https://i.etsystatic.com/10630809/r/il/b28422/738646839/il_fullxfull.738646839_ce0f.jpg,,,,,,,
"Dangling Venus in stainless with double curls in stainless","These were inspired by the Clef, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant and dark.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Usually ship next day.",58,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,asymmetric,curls","Metal,black steel,circlip,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,cotter pin,Stainless Steel",https://i.etsystatic.com/10630809/r/il/05ecb8/738521974/il_fullxfull.738521974_p69b.jpg,https://i.etsystatic.com/10630809/r/il/48d78a/738649747/il_fullxfull.738649747_1e3k.jpg,https://i.etsystatic.com/10630809/r/il/a38bdf/738649735/il_fullxfull.738649735_lrhb.jpg,,,,,,,
"Venus in copper with diamond in brass","These were inspired by ancient Venus sculptures, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant, bright, and complex.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Usually ship next day.",48,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,copper","Metal,steel,black steel,circlip,welding pin,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,brass",https://i.etsystatic.com/10630809/r/il/8dddd4/738521084/il_fullxfull.738521084_1t2n.jpg,https://i.etsystatic.com/10630809/r/il/072cf5/738521106/il_fullxfull.738521106_2sq7.jpg,https://i.etsystatic.com/10630809/r/il/5f7e07/738648951/il_fullxfull.738648951_3hwj.jpg,,,,,,,
"Moons with diamond in black and brass","These were inspired by the Clef, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant and dark.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Free shipping!  Usually ship next day.",48,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Firefly,Art_Deco,niobium,hypoallergenic,asymmetric,steampunk,gear,copper","Metal,black steel,circlip,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,cotter pin,brass",https://i.etsystatic.com/10630809/r/il/8db5be/738516072/il_fullxfull.738516072_9c8t.jpg,https://i.etsystatic.com/10630809/r/il/fc44c1/738516086/il_fullxfull.738516086_fs0a.jpg,https://i.etsystatic.com/10630809/r/il/f0e17c/738643843/il_fullxfull.738643843_rc0s.jpg,,,,,,,
"Falling diamond in brass","These were inspired by the Clef, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant and dark.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Usually ship next day.",28,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Firefly,Art_Deco,niobium,hypoallergenic,asymmetric,steampunk","Metal,black steel,circlip,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,cotter pin,brass",https://i.etsystatic.com/10630809/r/il/813b0a/738643399/il_fullxfull.738643399_8gyo.jpg,https://i.etsystatic.com/10630809/r/il/18d0bf/738643397/il_fullxfull.738643397_6sng.jpg,https://i.etsystatic.com/10630809/r/il/2e6c02/738515668/il_fullxfull.738515668_5426.jpg,,,,,,,
"Falling diamond in black and brass","These were inspired by the Clef, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant and dark.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Usually ship next day.",38,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Firefly,Art_Deco,niobium,hypoallergenic,asymmetric,steampunk","Metal,black steel,circlip,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,cotter pin,brass",https://i.etsystatic.com/10630809/r/il/decc35/738514726/il_fullxfull.738514726_5ayn.jpg,https://i.etsystatic.com/10630809/r/il/01c9b7/738514728/il_fullxfull.738514728_anhh.jpg,https://i.etsystatic.com/10630809/r/il/604367/738642429/il_fullxfull.738642429_t7km.jpg,,,,,,,
"Skinny long clef in black and brass","These were inspired by the Clef, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant and dark.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Free shipping!  Usually ship next day.",38,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Firefly,Art_Deco,niobium,hypoallergenic,asymmetric,steampunk,gear,curls","Metal,black steel,circlip,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,cotter pin,brass",https://i.etsystatic.com/10630809/r/il/da8e99/738642119/il_fullxfull.738642119_tqfg.jpg,https://i.etsystatic.com/10630809/r/il/42455f/738514462/il_fullxfull.738514462_jgrf.jpg,https://i.etsystatic.com/10630809/r/il/119ffd/738642125/il_fullxfull.738642125_p25j.jpg,,,,,,,
"Dangling clef in copper and brass","These were inspired by the Clef, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant and dark.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Usually ship next day.",38,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Firefly,Art_Deco,niobium,hypoallergenic,asymmetric,steampunk,copper,curls","Metal,black steel,circlip,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,cotter pin,brass,copper",https://i.etsystatic.com/10630809/r/il/ac06f0/738513788/il_fullxfull.738513788_4zoq.jpg,https://i.etsystatic.com/10630809/r/il/7af0fc/738513818/il_fullxfull.738513818_ierw.jpg,,,,,,,,
"Astrolabes in brass and copper ","These were inspired by ancient Venus sculptures, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant, bright, and complex.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Free shipping!  Usually ship next day.",58,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,asymmetric,copper,curls","Metal,copper,steel,black steel,circlip,welding pin,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,brass",https://i.etsystatic.com/10630809/r/il/87a7ed/738502954/il_fullxfull.738502954_samu.jpg,https://i.etsystatic.com/10630809/r/il/f894e6/738503054/il_fullxfull.738503054_96wi.jpg,https://i.etsystatic.com/10630809/r/il/a6f150/738503068/il_fullxfull.738503068_tqly.jpg,,,,,,,
"gear and curl in brass","These were inspired by the Clef, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant and dark.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Usually ship next day.",38,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Firefly,Art_Deco,niobium,hypoallergenic,asymmetric,steampunk,gear,curls","Metal,black steel,circlip,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,cotter pin,brass",https://i.etsystatic.com/10630809/r/il/8719ec/725362857/il_fullxfull.725362857_38w1.jpg,https://i.etsystatic.com/10630809/r/il/7022b0/725362999/il_fullxfull.725362999_ox0t.jpg,https://i.etsystatic.com/10630809/r/il/c08bb7/725363061/il_fullxfull.725363061_pkry.jpg,,,,,,,
"Large falling diamonds in black","These were inspired by ancient Venus sculptures, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant, bright, and complex.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Free shipping!  Usually ship next day.",48,USD,1,"Jewelry,Earrings,Metal,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,asymmetric","Metal,steel,black steel,circlip,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,cotter pin",https://i.etsystatic.com/10630809/r/il/4f7f44/725361555/il_fullxfull.725361555_af3w.jpg,https://i.etsystatic.com/10630809/r/il/2875fd/725361879/il_fullxfull.725361879_ogsm.jpg,https://i.etsystatic.com/10630809/r/il/76ca74/725362383/il_fullxfull.725362383_5u23.jpg,,,,,,,
"Falling diamonds in black","These were inspired by ancient Venus sculptures, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant, bright, and complex.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Usually ship next day.",48,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,asymmetric","Metal,steel,black steel,circlip,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,cotter pin",https://i.etsystatic.com/10630809/r/il/73a18c/725358279/il_fullxfull.725358279_q842.jpg,https://i.etsystatic.com/10630809/r/il/93ff78/725358647/il_fullxfull.725358647_d2by.jpg,https://i.etsystatic.com/10630809/r/il/367357/725226908/il_fullxfull.725226908_6b9w.jpg,,,,,,,
"Falling diamonds in copper and black","These were inspired by ancient Venus sculptures, Bladerunner, Mad Max, Firefly, and the Art Deco and Art Nouveau movements.  Upcycled parts used whenever possible.  These are elegant, bright, and complex.

I design and build all of this jewelry myself from machine parts that I gather from post industrial sources whenever I can.

Usually ship next day.",48,USD,1,"Jewelry,Earrings,mechanical,industrial,earrings,Bladerunner,Mad_Max,Firefly,Art_Deco,Art_Nouveau,niobium,hypoallergenic,asymmetric,copper","Metal,copper,steel,black steel,circlip,welding pin,rubber,niobium earwire,magic,a lifetime of practice,dedication,a love of sustainability,brass",https://i.etsystatic.com/10630809/r/il/8855f2/722753181/il_fullxfull.722753181_lj0s.jpg,https://i.etsystatic.com/10630809/r/il/4785c4/722753349/il_fullxfull.722753349_bxu3.jpg,https://i.etsystatic.com/10630809/r/il/e70ebc/722755843/il_fullxfull.722755843_gafd.jpg,,,,,,,
